product,pathway,price_scenario,decision_year,tenor_years,years_evaluated,discount_rate,beyond_horizon,spot_cost_gap_gbp_per_tonne,myopic_choice,committed_choice,decision_reverses,pv_halifax_hamburg_gbp_per_tonne_annual_volume,pv_ningbo_felixstowe_gbp_per_tonne_annual_volume,breakeven_switching_cost_gbp_per_tonne_annual_volume,lock_in_regret_pct,uk_price_variant,uk_price_variant_label
hydrogen,cbam_default,low,2029,10,2,0.08,truncate,-509.64,ningbo_felixstowe,ningbo_felixstowe,False,1323.34,333.58,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,low,2030,10,1,0.08,truncate,-518.53,ningbo_felixstowe,ningbo_felixstowe,False,738.33,219.8,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,low,2026,10,10,0.08,hold_final,-30.53,ningbo_felixstowe,ningbo_felixstowe,False,424.24,178.78,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,low,2027,10,10,0.08,hold_final,-17.86,ningbo_felixstowe,ningbo_felixstowe,False,464.41,211.05,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,low,2028,10,10,0.08,hold_final,-21.23,ningbo_felixstowe,ningbo_felixstowe,False,504.51,228.94,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,low,2029,10,10,0.08,hold_final,-30.75,ningbo_felixstowe,ningbo_felixstowe,False,541.84,245.91,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,low,2030,10,10,0.08,hold_final,-42.45,ningbo_felixstowe,ningbo_felixstowe,False,568.23,260.6,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,low,2026,10,10,0.08,hold_final,-407.79,ningbo_felixstowe,ningbo_felixstowe,False,4580.45,1093.03,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,low,2027,10,10,0.08,hold_final,-393.93,ningbo_felixstowe,ningbo_felixstowe,False,4875.59,1290.19,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,low,2028,10,10,0.08,hold_final,-475.21,ningbo_felixstowe,ningbo_felixstowe,False,5105.62,1399.44,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,low,2029,10,10,0.08,hold_final,-509.64,ningbo_felixstowe,ningbo_felixstowe,False,5251.96,1503.13,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,low,2030,10,10,0.08,hold_final,-518.53,ningbo_felixstowe,ningbo_felixstowe,False,5350.59,1592.87,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,medium,2026,10,5,0.08,truncate,-34.99,ningbo_felixstowe,ningbo_felixstowe,False,276.34,138.57,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,medium,2027,10,4,0.08,truncate,-14.68,ningbo_felixstowe,ningbo_felixstowe,False,260.61,149.61,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,medium,2028,10,3,0.08,truncate,-23.28,ningbo_felixstowe,ningbo_felixstowe,False,235.32,131.29,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,medium,2029,10,2,0.08,truncate,-36.65,ningbo_felixstowe,ningbo_felixstowe,False,195.38,108.17,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,medium,2030,10,1,0.08,truncate,-54.6,ningbo_felixstowe,ningbo_felixstowe,False,126.52,71.92,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,medium,2026,10,5,0.08,truncate,-467.64,ningbo_felixstowe,ningbo_felixstowe,False,3382.47,847.34,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,medium,2027,10,4,0.08,truncate,-452.26,ningbo_felixstowe,ningbo_felixstowe,False,3147.59,914.7,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,medium,2028,10,3,0.08,truncate,-623.15,ningbo_felixstowe,ningbo_felixstowe,False,2725.72,802.64,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,medium,2029,10,2,0.08,truncate,-708.0,ningbo_felixstowe,ningbo_felixstowe,False,2065.16,661.24,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,medium,2030,10,1,0.08,truncate,-751.6,ningbo_felixstowe,ningbo_felixstowe,False,1191.2,439.6,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,medium,2026,10,10,0.08,hold_final,-34.99,ningbo_felixstowe,ningbo_felixstowe,False,647.65,349.64,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,medium,2027,10,10,0.08,hold_final,-14.68,ningbo_felixstowe,ningbo_felixstowe,False,724.92,413.55,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,medium,2028,10,10,0.08,hold_final,-23.28,ningbo_felixstowe,ningbo_felixstowe,False,800.05,452.31,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,medium,2029,10,10,0.08,hold_final,-36.65,ningbo_felixstowe,ningbo_felixstowe,False,868.59,490.86,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,medium,2030,10,10,0.08,hold_final,-54.6,ningbo_felixstowe,ningbo_felixstowe,False,916.88,521.2,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,medium,2026,10,10,0.08,hold_final,-467.64,ningbo_felixstowe,ningbo_felixstowe,False,6878.36,2137.46,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,medium,2027,10,10,0.08,hold_final,-452.26,ningbo_felixstowe,ningbo_felixstowe,False,7519.05,2527.94,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,medium,2028,10,10,0.08,hold_final,-623.15,ningbo_felixstowe,ningbo_felixstowe,False,8042.79,2764.85,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,medium,2029,10,10,0.08,hold_final,-708.0,ningbo_felixstowe,ningbo_felixstowe,False,8403.49,3000.33,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,medium,2030,10,10,0.08,hold_final,-751.6,ningbo_felixstowe,ningbo_felixstowe,False,8632.49,3185.73,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,high,2026,10,5,0.08,truncate,-39.47,ningbo_felixstowe,ningbo_felixstowe,False,320.16,183.31,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,high,2027,10,4,0.08,truncate,-13.29,ningbo_felixstowe,ningbo_felixstowe,False,303.09,197.92,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,high,2028,10,3,0.08,truncate,-20.84,ningbo_felixstowe,ningbo_felixstowe,False,274.57,175.34,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,high,2029,10,2,0.08,truncate,-35.07,ningbo_felixstowe,ningbo_felixstowe,False,228.63,143.98,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,high,2030,10,1,0.08,truncate,-53.55,ningbo_felixstowe,ningbo_felixstowe,False,148.48,94.93,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,high,2026,10,5,0.08,truncate,-527.56,ningbo_felixstowe,ningbo_felixstowe,False,3912.37,1120.95,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,high,2027,10,4,0.08,truncate,-495.92,ningbo_felixstowe,ningbo_felixstowe,False,3655.08,1210.11,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,high,2028,10,3,0.08,truncate,-683.21,ningbo_felixstowe,ningbo_felixstowe,False,3176.95,1071.97,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,high,2029,10,2,0.08,truncate,-778.4,ningbo_felixstowe,ningbo_felixstowe,False,2415.67,880.16,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,high,2030,10,1,0.08,truncate,-817.68,ningbo_felixstowe,ningbo_felixstowe,False,1397.95,580.27,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,high,2026,10,10,0.08,hold_final,-39.47,ningbo_felixstowe,ningbo_felixstowe,False,755.91,461.91,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,high,2027,10,10,0.08,hold_final,-13.29,ningbo_felixstowe,ningbo_felixstowe,False,847.98,546.3,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,high,2028,10,10,0.08,hold_final,-20.84,ningbo_felixstowe,ningbo_felixstowe,False,937.32,599.07,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,high,2029,10,10,0.08,hold_final,-35.07,ningbo_felixstowe,ningbo_felixstowe,False,1018.69,649.1,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
ammonia,cbam_default,high,2030,10,10,0.08,hold_final,-53.55,ningbo_felixstowe,ningbo_felixstowe,False,1076.02,687.95,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,high,2026,10,10,0.08,hold_final,-527.56,ningbo_felixstowe,ningbo_felixstowe,False,8015.02,2823.9,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,high,2027,10,10,0.08,hold_final,-495.92,ningbo_felixstowe,ningbo_felixstowe,False,8785.26,3339.57,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,high,2028,10,10,0.08,hold_final,-683.21,ningbo_felixstowe,ningbo_felixstowe,False,9416.87,3662.08,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,high,2029,10,10,0.08,hold_final,-778.4,ningbo_felixstowe,ningbo_felixstowe,False,9854.11,3967.75,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
hydrogen,cbam_default,high,2030,10,10,0.08,hold_final,-817.68,ningbo_felixstowe,ningbo_felixstowe,False,10130.79,4205.15,0.0,0.0,desnz,"DESNZ traded carbon values (official, real 2025 prices)"
