corridor,vessel_set,vessel_class,route_scenario,speed_scenario,year,price_scenario,uk_ets_variant,uk_price_variant,bunker_fuel,voyage_co2_t,currency,cost_in_own_currency,effective_cost_per_tonne_co2,effective_cost_per_tonne_co2_gbp
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,lower,2029,high,proposed_expansion,frozen,n/a,6181.3,GBP,191893.2,31.044149288984517,31.044149288984517
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,lower,2030,low,current_scope,frozen,n/a,6181.3,GBP,2376.8,0.3845145843107437,0.3845145843107437
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,lower,2030,low,proposed_expansion,frozen,n/a,6181.3,GBP,127928.80000000002,20.69609952598968,20.69609952598968
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,lower,2030,medium,current_scope,frozen,n/a,6181.3,GBP,2935.9422,0.4749716402698461,0.4749716402698461
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,lower,2030,medium,proposed_expansion,frozen,n/a,6181.3,GBP,158024.0502,25.564856939478748,25.564856939478748
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,lower,2030,high,current_scope,frozen,n/a,6181.3,GBP,3565.2000000000003,0.5767718764661156,0.5767718764661156
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,lower,2030,high,proposed_expansion,frozen,n/a,6181.3,GBP,191893.2,31.044149288984517,31.044149288984517
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2026,low,current_scope,frozen,n/a,3813.0,GBP,2376.8,0.6233412011539471,0.6233412011539471
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2026,medium,current_scope,frozen,n/a,3813.0,GBP,2935.9422,0.7699822187254131,0.7699822187254131
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2026,high,current_scope,frozen,n/a,3813.0,GBP,3565.2000000000003,0.9350118017309206,0.9350118017309206
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2027,low,current_scope,frozen,n/a,3813.0,GBP,2376.8,0.6233412011539471,0.6233412011539471
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2027,medium,current_scope,frozen,n/a,3813.0,GBP,2935.9422,0.7699822187254131,0.7699822187254131
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2027,high,current_scope,frozen,n/a,3813.0,GBP,3565.2000000000003,0.9350118017309206,0.9350118017309206
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2028,low,current_scope,frozen,n/a,3813.0,GBP,2376.8,0.6233412011539471,0.6233412011539471
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2028,low,proposed_expansion,frozen,n/a,3813.0,GBP,79824.8,20.934906897456074,20.934906897456074
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2028,medium,current_scope,frozen,n/a,3813.0,GBP,2935.9422,0.7699822187254131,0.7699822187254131
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2028,medium,proposed_expansion,frozen,n/a,3813.0,GBP,98603.5842,25.85984374508261,25.85984374508261
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2028,high,current_scope,frozen,n/a,3813.0,GBP,3565.2000000000003,0.9350118017309206,0.9350118017309206
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2028,high,proposed_expansion,frozen,n/a,3813.0,GBP,119737.20000000001,31.40236034618411,31.40236034618411
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2029,low,current_scope,frozen,n/a,3813.0,GBP,2376.8,0.6233412011539471,0.6233412011539471
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2029,low,proposed_expansion,frozen,n/a,3813.0,GBP,79824.8,20.934906897456074,20.934906897456074
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2029,medium,current_scope,frozen,n/a,3813.0,GBP,2935.9422,0.7699822187254131,0.7699822187254131
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2029,medium,proposed_expansion,frozen,n/a,3813.0,GBP,98603.5842,25.85984374508261,25.85984374508261
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2029,high,current_scope,frozen,n/a,3813.0,GBP,3565.2000000000003,0.9350118017309206,0.9350118017309206
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2029,high,proposed_expansion,frozen,n/a,3813.0,GBP,119737.20000000001,31.40236034618411,31.40236034618411
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2030,low,current_scope,frozen,n/a,3813.0,GBP,2376.8,0.6233412011539471,0.6233412011539471
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2030,low,proposed_expansion,frozen,n/a,3813.0,GBP,79824.8,20.934906897456074,20.934906897456074
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2030,medium,current_scope,frozen,n/a,3813.0,GBP,2935.9422,0.7699822187254131,0.7699822187254131
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2030,medium,proposed_expansion,frozen,n/a,3813.0,GBP,98603.5842,25.85984374508261,25.85984374508261
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2030,high,current_scope,frozen,n/a,3813.0,GBP,3565.2000000000003,0.9350118017309206,0.9350118017309206
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,base,2030,high,proposed_expansion,frozen,n/a,3813.0,GBP,119737.20000000001,31.40236034618411,31.40236034618411
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2026,low,current_scope,frozen,n/a,5426.7,GBP,2376.8,0.4379825676746458,0.4379825676746458
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2026,medium,current_scope,frozen,n/a,5426.7,GBP,2935.9422,0.5410179667201062,0.5410179667201062
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2026,high,current_scope,frozen,n/a,5426.7,GBP,3565.2000000000003,0.6569738515119686,0.6569738515119686
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2027,low,current_scope,frozen,n/a,5426.7,GBP,2376.8,0.4379825676746458,0.4379825676746458
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2027,medium,current_scope,frozen,n/a,5426.7,GBP,2935.9422,0.5410179667201062,0.5410179667201062
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2027,high,current_scope,frozen,n/a,5426.7,GBP,3565.2000000000003,0.6569738515119686,0.6569738515119686
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2028,low,current_scope,frozen,n/a,5426.7,GBP,2376.8,0.4379825676746458,0.4379825676746458
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2028,low,proposed_expansion,frozen,n/a,5426.7,GBP,112602.8,20.749774264285847,20.749774264285847
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2028,medium,current_scope,frozen,n/a,5426.7,GBP,2935.9422,0.5410179667201062,0.5410179667201062
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2028,medium,proposed_expansion,frozen,n/a,5426.7,GBP,139092.6087,25.631158659959095,25.631158659959095
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2028,high,current_scope,frozen,n/a,5426.7,GBP,3565.2000000000003,0.6569738515119686,0.6569738515119686
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2028,high,proposed_expansion,frozen,n/a,5426.7,GBP,168904.2,31.12466139642877,31.12466139642877
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2029,low,current_scope,frozen,n/a,5426.7,GBP,2376.8,0.4379825676746458,0.4379825676746458
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2029,low,proposed_expansion,frozen,n/a,5426.7,GBP,112602.8,20.749774264285847,20.749774264285847
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2029,medium,current_scope,frozen,n/a,5426.7,GBP,2935.9422,0.5410179667201062,0.5410179667201062
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2029,medium,proposed_expansion,frozen,n/a,5426.7,GBP,139092.6087,25.631158659959095,25.631158659959095
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2029,high,current_scope,frozen,n/a,5426.7,GBP,3565.2000000000003,0.6569738515119686,0.6569738515119686
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2029,high,proposed_expansion,frozen,n/a,5426.7,GBP,168904.2,31.12466139642877,31.12466139642877
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2030,low,current_scope,frozen,n/a,5426.7,GBP,2376.8,0.4379825676746458,0.4379825676746458
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2030,low,proposed_expansion,frozen,n/a,5426.7,GBP,112602.8,20.749774264285847,20.749774264285847
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2030,medium,current_scope,frozen,n/a,5426.7,GBP,2935.9422,0.5410179667201062,0.5410179667201062
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2030,medium,proposed_expansion,frozen,n/a,5426.7,GBP,139092.6087,25.631158659959095,25.631158659959095
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2030,high,current_scope,frozen,n/a,5426.7,GBP,3565.2000000000003,0.6569738515119686,0.6569738515119686
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,base,2030,high,proposed_expansion,frozen,n/a,5426.7,GBP,168904.2,31.12466139642877,31.12466139642877
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2026,low,current_scope,frozen,n/a,3318.3,GBP,2376.8,0.7162703794111442,0.7162703794111442
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2026,medium,current_scope,frozen,n/a,3318.3,GBP,2935.9422,0.8847729861676159,0.8847729861676159
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2026,high,current_scope,frozen,n/a,3318.3,GBP,3565.2000000000003,1.0744055691167165,1.0744055691167165
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2027,low,current_scope,frozen,n/a,3318.3,GBP,2376.8,0.7162703794111442,0.7162703794111442
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2027,medium,current_scope,frozen,n/a,3318.3,GBP,2935.9422,0.8847729861676159,0.8847729861676159
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2027,high,current_scope,frozen,n/a,3318.3,GBP,3565.2000000000003,1.0744055691167165,1.0744055691167165
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2028,low,current_scope,frozen,n/a,3318.3,GBP,2376.8,0.7162703794111442,0.7162703794111442
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2028,low,proposed_expansion,frozen,n/a,3318.3,GBP,69776.8,21.027875719494922,21.027875719494922
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2028,medium,current_scope,frozen,n/a,3318.3,GBP,2935.9422,0.8847729861676159,0.8847729861676159
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2028,medium,proposed_expansion,frozen,n/a,3318.3,GBP,86191.7922,25.9746834825061,25.9746834825061
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2028,high,current_scope,frozen,n/a,3318.3,GBP,3565.2000000000003,1.0744055691167165,1.0744055691167165
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2028,high,proposed_expansion,frozen,n/a,3318.3,GBP,104665.20000000001,31.541813579242383,31.541813579242383
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2029,low,current_scope,frozen,n/a,3318.3,GBP,2376.8,0.7162703794111442,0.7162703794111442
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2029,low,proposed_expansion,frozen,n/a,3318.3,GBP,69776.8,21.027875719494922,21.027875719494922
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2029,medium,current_scope,frozen,n/a,3318.3,GBP,2935.9422,0.8847729861676159,0.8847729861676159
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2029,medium,proposed_expansion,frozen,n/a,3318.3,GBP,86191.7922,25.9746834825061,25.9746834825061
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2029,high,current_scope,frozen,n/a,3318.3,GBP,3565.2000000000003,1.0744055691167165,1.0744055691167165
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2029,high,proposed_expansion,frozen,n/a,3318.3,GBP,104665.20000000001,31.541813579242383,31.541813579242383
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2030,low,current_scope,frozen,n/a,3318.3,GBP,2376.8,0.7162703794111442,0.7162703794111442
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2030,low,proposed_expansion,frozen,n/a,3318.3,GBP,69776.8,21.027875719494922,21.027875719494922
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2030,medium,current_scope,frozen,n/a,3318.3,GBP,2935.9422,0.8847729861676159,0.8847729861676159
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2030,medium,proposed_expansion,frozen,n/a,3318.3,GBP,86191.7922,25.9746834825061,25.9746834825061
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2030,high,current_scope,frozen,n/a,3318.3,GBP,3565.2000000000003,1.0744055691167165,1.0744055691167165
ningbo_felixstowe,gas_carrier,VLGC/VLAC,suez,upper,2030,high,proposed_expansion,frozen,n/a,3318.3,GBP,104665.20000000001,31.541813579242383,31.541813579242383
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2026,low,current_scope,frozen,n/a,4724.0,GBP,2376.8,0.5031329381879763,0.5031329381879763
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2026,medium,current_scope,frozen,n/a,4724.0,GBP,2935.9422,0.6214949618966977,0.6214949618966977
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2026,high,current_scope,frozen,n/a,4724.0,GBP,3565.2000000000003,0.7546994072819645,0.7546994072819645
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2027,low,current_scope,frozen,n/a,4724.0,GBP,2376.8,0.5031329381879763,0.5031329381879763
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2027,medium,current_scope,frozen,n/a,4724.0,GBP,2935.9422,0.6214949618966977,0.6214949618966977
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2027,high,current_scope,frozen,n/a,4724.0,GBP,3565.2000000000003,0.7546994072819645,0.7546994072819645
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2028,low,current_scope,frozen,n/a,4724.0,GBP,2376.8,0.5031329381879763,0.5031329381879763
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2028,low,proposed_expansion,frozen,n/a,4724.0,GBP,98328.80000000002,20.814733276884,20.814733276884
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2028,medium,current_scope,frozen,n/a,4724.0,GBP,2935.9422,0.6214949618966977,0.6214949618966977
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2028,medium,proposed_expansion,frozen,n/a,4724.0,GBP,121460.6502,25.711399280270957,25.711399280270957
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2028,high,current_scope,frozen,n/a,4724.0,GBP,3565.2000000000003,0.7546994072819645,0.7546994072819645
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2028,high,proposed_expansion,frozen,n/a,4724.0,GBP,147493.2,31.222099915325998,31.222099915325998
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2029,low,current_scope,frozen,n/a,4724.0,GBP,2376.8,0.5031329381879763,0.5031329381879763
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2029,low,proposed_expansion,frozen,n/a,4724.0,GBP,98328.80000000002,20.814733276884,20.814733276884
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2029,medium,current_scope,frozen,n/a,4724.0,GBP,2935.9422,0.6214949618966977,0.6214949618966977
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2029,medium,proposed_expansion,frozen,n/a,4724.0,GBP,121460.6502,25.711399280270957,25.711399280270957
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2029,high,current_scope,frozen,n/a,4724.0,GBP,3565.2000000000003,0.7546994072819645,0.7546994072819645
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2029,high,proposed_expansion,frozen,n/a,4724.0,GBP,147493.2,31.222099915325998,31.222099915325998
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2030,low,current_scope,frozen,n/a,4724.0,GBP,2376.8,0.5031329381879763,0.5031329381879763
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2030,low,proposed_expansion,frozen,n/a,4724.0,GBP,98328.80000000002,20.814733276884,20.814733276884
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2030,medium,current_scope,frozen,n/a,4724.0,GBP,2935.9422,0.6214949618966977,0.6214949618966977
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2030,medium,proposed_expansion,frozen,n/a,4724.0,GBP,121460.6502,25.711399280270957,25.711399280270957
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2030,high,current_scope,frozen,n/a,4724.0,GBP,3565.2000000000003,0.7546994072819645,0.7546994072819645
ningbo_felixstowe,gas_carrier,VLGC/VLAC,cape,upper,2030,high,proposed_expansion,frozen,n/a,4724.0,GBP,147493.2,31.222099915325998,31.222099915325998
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2026,low,current_scope,frozen,n/a,12464.4,GBP,11747.2,0.9424601264401015,0.9424601264401015
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2026,medium,current_scope,frozen,n/a,12464.4,GBP,14510.728799999999,1.1641738711851353,1.1641738711851353
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2026,high,current_scope,frozen,n/a,12464.4,GBP,17620.8,1.4136901896601521,1.4136901896601521
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2027,low,current_scope,frozen,n/a,12464.4,GBP,11747.2,0.9424601264401015,0.9424601264401015
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2027,medium,current_scope,frozen,n/a,12464.4,GBP,14510.728799999999,1.1641738711851353,1.1641738711851353
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2027,high,current_scope,frozen,n/a,12464.4,GBP,17620.8,1.4136901896601521,1.4136901896601521
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2028,low,current_scope,frozen,n/a,12464.4,GBP,11747.2,0.9424601264401015,0.9424601264401015
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2028,low,proposed_expansion,frozen,n/a,12464.4,GBP,264919.2,21.2540675844806,21.2540675844806
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2028,medium,current_scope,frozen,n/a,12464.4,GBP,14510.728799999999,1.1641738711851353,1.1641738711851353
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2028,medium,proposed_expansion,frozen,n/a,12464.4,GBP,327241.44180000003,26.254086983729664,26.254086983729664
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2028,high,current_scope,frozen,n/a,12464.4,GBP,17620.8,1.4136901896601521,1.4136901896601521
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2028,high,proposed_expansion,frozen,n/a,12464.4,GBP,397378.80000000005,31.881101376720906,31.881101376720906
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2029,low,current_scope,frozen,n/a,12464.4,GBP,11747.2,0.9424601264401015,0.9424601264401015
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2029,low,proposed_expansion,frozen,n/a,12464.4,GBP,264919.2,21.2540675844806,21.2540675844806
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2029,medium,current_scope,frozen,n/a,12464.4,GBP,14510.728799999999,1.1641738711851353,1.1641738711851353
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2029,medium,proposed_expansion,frozen,n/a,12464.4,GBP,327241.44180000003,26.254086983729664,26.254086983729664
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2029,high,current_scope,frozen,n/a,12464.4,GBP,17620.8,1.4136901896601521,1.4136901896601521
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2029,high,proposed_expansion,frozen,n/a,12464.4,GBP,397378.80000000005,31.881101376720906,31.881101376720906
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2030,low,current_scope,frozen,n/a,12464.4,GBP,11747.2,0.9424601264401015,0.9424601264401015
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2030,low,proposed_expansion,frozen,n/a,12464.4,GBP,264919.2,21.2540675844806,21.2540675844806
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2030,medium,current_scope,frozen,n/a,12464.4,GBP,14510.728799999999,1.1641738711851353,1.1641738711851353
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2030,medium,proposed_expansion,frozen,n/a,12464.4,GBP,327241.44180000003,26.254086983729664,26.254086983729664
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2030,high,current_scope,frozen,n/a,12464.4,GBP,17620.8,1.4136901896601521,1.4136901896601521
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,suez,service,2030,high,proposed_expansion,frozen,n/a,12464.4,GBP,397378.80000000005,31.881101376720906,31.881101376720906
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2026,low,current_scope,frozen,n/a,17732.6,GBP,11747.2,0.6624634853321003,0.6624634853321003
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2026,medium,current_scope,frozen,n/a,17732.6,GBP,14510.728799999999,0.8183080202564768,0.8183080202564768
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2026,high,current_scope,frozen,n/a,17732.6,GBP,17620.8,0.9936952279981504,0.9936952279981504
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2027,low,current_scope,frozen,n/a,17732.6,GBP,11747.2,0.6624634853321003,0.6624634853321003
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2027,medium,current_scope,frozen,n/a,17732.6,GBP,14510.728799999999,0.8183080202564768,0.8183080202564768
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2027,high,current_scope,frozen,n/a,17732.6,GBP,17620.8,0.9936952279981504,0.9936952279981504
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2028,low,current_scope,frozen,n/a,17732.6,GBP,11747.2,0.6624634853321003,0.6624634853321003
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2028,low,proposed_expansion,frozen,n/a,17732.6,GBP,371925.20000000007,20.974092913616733,20.974092913616733
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2028,medium,current_scope,frozen,n/a,17732.6,GBP,14510.728799999999,0.8183080202564768,0.8183080202564768
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2028,medium,proposed_expansion,frozen,n/a,17732.6,GBP,459420.6033,25.908248271545066,25.908248271545066
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2028,high,current_scope,frozen,n/a,17732.6,GBP,17620.8,0.9936952279981504,0.9936952279981504
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2028,high,proposed_expansion,frozen,n/a,17732.6,GBP,557887.8,31.461139370425098,31.461139370425098
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2029,low,current_scope,frozen,n/a,17732.6,GBP,11747.2,0.6624634853321003,0.6624634853321003
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2029,low,proposed_expansion,frozen,n/a,17732.6,GBP,371925.20000000007,20.974092913616733,20.974092913616733
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2029,medium,current_scope,frozen,n/a,17732.6,GBP,14510.728799999999,0.8183080202564768,0.8183080202564768
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2029,medium,proposed_expansion,frozen,n/a,17732.6,GBP,459420.6033,25.908248271545066,25.908248271545066
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2029,high,current_scope,frozen,n/a,17732.6,GBP,17620.8,0.9936952279981504,0.9936952279981504
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2029,high,proposed_expansion,frozen,n/a,17732.6,GBP,557887.8,31.461139370425098,31.461139370425098
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2030,low,current_scope,frozen,n/a,17732.6,GBP,11747.2,0.6624634853321003,0.6624634853321003
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2030,low,proposed_expansion,frozen,n/a,17732.6,GBP,371925.20000000007,20.974092913616733,20.974092913616733
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2030,medium,current_scope,frozen,n/a,17732.6,GBP,14510.728799999999,0.8183080202564768,0.8183080202564768
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2030,medium,proposed_expansion,frozen,n/a,17732.6,GBP,459420.6033,25.908248271545066,25.908248271545066
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2030,high,current_scope,frozen,n/a,17732.6,GBP,17620.8,0.9936952279981504,0.9936952279981504
ningbo_felixstowe,container,HMM Algeciras-class / Megamax-24,cape,service,2030,high,proposed_expansion,frozen,n/a,17732.6,GBP,557887.8,31.461139370425098,31.461139370425098
